NPI,Gender,State,Credentials,Specialty,Total Opiod Drug Prescriptinons,Total Non-Opiod Drug Prescriptions),Region,NE,MW,S,W,Opioid.Prescriber,Med.Doc
1841230935,M,CA,M.D.,Gastroenterology,0,247,W,0,0,0,1,0,1
1396908752,M,OK,D.O.,General Surgery,21,19,S,0,0,1,0,1,1
1659470326,F,NY,FNP,Nurse Practitioner,134,441,NE,1,0,0,0,1,0
1952362048,F,KS,PAC,Physician Assistant,0,1005,MW,0,1,0,0,0,0
1114076106,M,MI,"D.D.S.,M.S.",Dentist,26,163,MW,0,1,0,0,1,1
1972691970,M,AL,DMD,Dentist,18,34,S,0,0,1,0,1,1
1922333202,M,ME,DDS,Oral Surgery (dentists only),60,61,NE,1,0,0,0,1,1
1457443301,M,NJ,O.D.,Optometry,0,275,NE,1,0,0,0,0,1
1831128305,M,CT,M.D.,Psychiatry,0,5930,NE,1,0,0,0,0,1
1679606891,M,NY,D.D.S.,Dentist,0,12,NE,1,0,0,0,0,1
1316151525,M,NY,M.D.,Orthopedic Surgery,0,56,NE,1,0,0,0,0,1
1164536231,M,MN,DDS,Dentist,0,16,MW,0,1,0,0,0,1
1104092899,M,LA,"MD, PHD",General Practice,13,171,S,0,0,1,0,1,1
1518220862,M,AR,M.D.,Emergency Medicine,58,958,S,0,0,1,0,1,1
1144259763,M,SC,M.D.,General Surgery,98,69,S,0,0,1,0,1,1
1053471771,M,NY,M.D.,General Surgery,24,155,NE,1,0,0,0,1,1
1750696498,F,MS,CNFP,Nurse Practitioner,0,919,S,0,0,1,0,1,0
1871560599,M,AL,MD,Family Practice,25,324,S,0,0,1,0,1,1
1568558906,M,NJ,MD,Cardiology,0,4535,NE,1,0,0,0,0,1
1215271176,F,AR,APN,Nurse Practitioner,0,144,S,0,0,1,0,0,0
1770567182,M,IN,MD,Emergency Medicine,41,137,MW,0,1,0,0,1,1
1396861761,M,NY,MD,Internal Medicine,0,2058,NE,1,0,0,0,0,1
1922076652,M,OR,D.D.S.,Dentist,0,35,W,0,0,0,1,0,1
1609137637,F,TX,P.A.,Physician Assistant,52,163,S,0,0,1,0,1,0
1336169176,M,UT,MD,Family Practice,196,2404,W,0,0,0,1,1,1
1447230065,F,OH,MD,Obstetrics/Gynecology,0,130,MW,0,1,0,0,0,1
1275584690,M,AR,MD,Internal Medicine,0,16,S,0,0,1,0,0,1
1750682605,F,WA,ARNP FNP-BC,Nurse Practitioner,41,62,W,0,0,0,1,1,0
1972505493,M,NY,DMD,Maxillofacial Surgery,0,196,NE,1,0,0,0,0,1
1881631976,M,WI,MD,Ophthalmology,0,11,MW,0,1,0,0,0,1
1346259173,F,KY,MD,General Surgery,92,37,S,0,0,1,0,1,1
1831290410,M,PA,MD,Obstetrics/Gynecology,0,24,NE,1,0,0,0,0,1
1952619223,M,KY,M.D.,Emergency Medicine,0,32,S,0,0,1,0,0,1
1619988862,M,TX,D.D.S.,Dentist,16,59,S,0,0,1,0,1,1
1770818858,F,OR,,Optometry,0,276,W,0,0,0,1,0,1
1316916604,F,MA,NP,Nurse Practitioner,0,252,NE,1,0,0,0,0,0
1295921591,F,SC,APRN,Nurse Practitioner,474,2804,S,0,0,1,0,1,0
1740338201,M,FL,D.D.S.,Dentist,0,52,S,0,0,1,0,0,1
1548269319,M,CO,O.D.,Optometry,0,28,W,0,0,0,1,0,1
1275652331,M,MA,D.D.S.,Dentist,0,48,NE,1,0,0,0,0,1
1417248360,F,NC,MD,Student in an Organized Health Care Education/Training Program,0,418,S,0,0,1,0,1,0
1740284405,F,AZ,M.D.,Family Practice,348,5544,W,0,0,0,1,1,1
1740244797,M,NY,MD,Pediatric Medicine,0,14,NE,1,0,0,0,0,1
1720367170,F,SC,P.A.,Physician Assistant,14,619,S,0,0,1,0,1,0
1225170541,F,CA,FNP,Nurse Practitioner,13,192,W,0,0,0,1,1,0
1972604718,F,NC,M.D.,Psychiatry,0,1045,S,0,0,1,0,1,1
1447366885,M,MO,DDS,Dentist,0,65,MW,0,1,0,0,0,1
1669473716,M,TN,M.D.,Internal Medicine,334,5455,S,0,0,1,0,1,1
1255769667,M,OR,P.A.-C,Physician Assistant,54,734,W,0,0,0,1,1,0
1437128956,F,NY,FNP,Nurse Practitioner,0,61,NE,1,0,0,0,0,0
1194929273,M,WA,MD,Cardiology,0,535,W,0,0,0,1,0,1
1275669293,M,MI,MD,Internal Medicine,1741,5725,MW,0,1,0,0,1,1
1932317401,F,CO,D.D.S,Dentist,0,74,W,0,0,0,1,0,1
1093927048,M,MD,D.M.D.,Oral Surgery (dentists only),146,340,S,0,0,1,0,1,1
1972752285,F,NY,"RN, MSN, CCRN, ANP",Nurse Practitioner,97,273,NE,1,0,0,0,1,0
1942259601,F,KY,ARNP,Nurse Practitioner,0,290,S,0,0,1,0,0,0
1952544199,F,IN,MD,Family Practice,158,793,MW,0,1,0,0,1,1
1386755643,F,ME,M.D.,General Surgery,12,0,NE,1,0,0,0,1,1
1134382062,F,MI,M.D.,Physical Medicine and Rehabilitation,0,415,MW,0,1,0,0,1,1
1194124388,F,TN,FNP,Nurse Practitioner,86,194,S,0,0,1,0,1,0
1033390885,M,NY,MS RN NPP,Nurse Practitioner,0,2783,NE,1,0,0,0,0,0
1154372225,F,MD,P.A.-C.,Physician Assistant,13,253,S,0,0,1,0,1,0
1245644731,M,LA,DDS,Dentist,105,83,S,0,0,1,0,1,1
1942591151,M,TX,M.D.,Psychiatry,32,5996,S,0,0,1,0,1,1
1043505001,F,TX,M.D.,Orthopaedic Surgery,20,0,S,0,0,1,0,1,1
1366709354,F,AL,D.O.,Student in an Organized Health Care Education/Training Program,0,460,S,0,0,1,0,0,0
1245596592,F,AL,M.D.,Emergency Medicine,18,0,S,0,0,1,0,1,1
1568606259,M,NC,M.D.,Neurology,0,168,S,0,0,1,0,0,1
1134150048,M,IL,M.D.,Urology,0,796,MW,0,1,0,0,0,1
1104897677,M,KS,O.D.,Optometry,0,153,MW,0,1,0,0,0,1
1235208299,F,CA,M.D.,Family Practice,238,4118,W,0,0,0,1,1,1
1912943747,M,OK,PA,Family Practice,123,2742,S,0,0,1,0,1,1
1437426335,F,FL,ARNP,Nurse Practitioner,0,23,S,0,0,1,0,0,0
1790923621,F,ID,PA,Physician Assistant,0,107,W,0,0,0,1,0,0
1053741033,F,VA,PA,Physician Assistant,0,13,S,0,0,1,0,1,0
1386739910,F,NY,NP,Nurse Practitioner,43,40,NE,1,0,0,0,1,0
1326140252,F,WV,APRN-BC,Nurse Practitioner,14,410,S,0,0,1,0,1,0
1134181910,M,TN,M.D.,Endocrinology,48,7750,S,0,0,1,0,1,1
1811044639,M,MA,MD,Orthopedic Surgery,22,0,NE,1,0,0,0,1,1
1710249057,M,MI,NP-C,Nurse Practitioner,230,6234,MW,0,1,0,0,1,0
1518224633,M,PA,,Internal Medicine,0,13,NE,1,0,0,0,0,1
1033520192,M,AZ,D.O,Student in an Organized Health Care Education/Training Program,0,11,W,0,0,0,1,0,0
1326248535,F,SC,DMD,Dentist,0,28,S,0,0,1,0,0,1
1245421437,F,TX,MD,Family Practice,91,2139,S,0,0,1,0,1,1
1154323871,M,FL,MD,Cardiology,13,3949,S,0,0,1,0,1,1
1154316099,M,CA,MD,Orthopedic Surgery,310,153,W,0,0,0,1,1,1
1043479462,M,TX,NP-C,Nurse Practitioner,98,142,S,0,0,1,0,1,0
1093159113,F,TX,FNP,Nurse Practitioner,0,211,S,0,0,1,0,0,0
1609865435,F,IA,DO,Family Practice,442,6427,MW,0,1,0,0,1,1
1700221611,F,WA,M.D.,Student in an Organized Health Care Education/Training Program,12,115,W,0,0,0,1,1,0
1497975189,M,CA,MD,Internal Medicine,0,11,W,0,0,0,1,0,1
1740591494,F,MO,D.O.,Internal Medicine,0,165,MW,0,1,0,0,1,1
1215923701,M,GA,MD,Cardiology,67,8895,S,0,0,1,0,1,1
1194872853,F,NV,OD,Optometry,0,13,W,0,0,0,1,0,1
1871503151,M,IL,M.D.,Internal Medicine,0,1432,MW,0,1,0,0,1,1
1558388363,F,VT,MD,Family Practice,189,2683,NE,1,0,0,0,1,1
1124052774,M,NY,M.D.,Nephrology,0,141,NE,1,0,0,0,0,1
1568496974,M,CA,MD,Family Practice,201,2381,W,0,0,0,1,1,1
1629061841,M,MI,MD,Ophthalmology,0,372,MW,0,1,0,0,0,1
1457333254,F,NC,P.A.,Physician Assistant,0,925,S,0,0,1,0,0,0
1275646358,F,SC,,Nurse Practitioner,79,2735,S,0,0,1,0,1,0
1295953602,M,MI,PA,Physician Assistant,13,60,MW,0,1,0,0,1,0
1356338701,M,KY,M.D.,Obstetrics/Gynecology,0,369,S,0,0,1,0,0,1
1417952037,M,WV,O.D.,Optometry,0,58,S,0,0,1,0,0,1
1710910179,M,NY,M.D.,Internal Medicine,0,1679,NE,1,0,0,0,0,1
1598980849,M,FL,D.M.D.,Dentist,25,35,S,0,0,1,0,1,1
1730426545,F,IL,FNP-BC,Nurse Practitioner,0,11,MW,0,1,0,0,0,0
1063498582,M,OH,M.D.,Family Practice,91,2100,MW,0,1,0,0,1,1
1366731648,M,PA,M.D.,Family Practice,0,260,NE,1,0,0,0,0,1
1922068329,M,MN,MD,Family Practice,0,352,MW,0,1,0,0,0,1
1811237001,M,TN,FNP,Nurse Practitioner,997,5912,S,0,0,1,0,1,0
1710911177,M,AL,MD,Emergency Medicine,131,135,S,0,0,1,0,1,1
1750656971,M,ME,MD,Emergency Medicine,0,368,NE,1,0,0,0,1,1
1053334201,M,PR,M.D.,Internal Medicine,52,6966,O,0,0,0,0,1,1
1235288630,M,CA,MD,Family Practice,414,4232,W,0,0,0,1,1,1
1417218660,F,NY,"RN, ANP",Nurse Practitioner,49,73,NE,1,0,0,0,1,0
1699032284,F,KY,M.D.,Family Practice,0,288,S,0,0,1,0,0,1
1861462004,M,NH,MD,Otolaryngology,0,28,NE,1,0,0,0,1,1
1972882132,F,NC,DDS,Dentist,0,12,S,0,0,1,0,0,1
1184741860,F,MO,MD,Internal Medicine,49,117,MW,0,1,0,0,1,1
1659354272,F,FL,MD,Obstetrics/Gynecology,0,14,S,0,0,1,0,0,1
1467750950,M,WA,D.M.D,Dentist,14,56,W,0,0,0,1,1,1
1336241736,M,GA,DMD,Dentist,0,15,S,0,0,1,0,0,1
1730286147,M,MD,M.D.,Otolaryngology,0,20,S,0,0,1,0,0,1
1033174826,M,CA,MD,Internal Medicine,370,7889,W,0,0,0,1,1,1
1295725257,M,NY,M.D.,Dermatology,0,91,NE,1,0,0,0,0,1
1043220940,M,CA,M.D.,Psychiatry,0,1409,W,0,0,0,1,0,1
1215142583,M,CA,DDS,Dentist,14,0,W,0,0,0,1,1,1
1174505275,M,NY,MD,Internal Medicine,28,828,NE,1,0,0,0,1,1
1508851106,M,OH,MD,Neurosurgery,0,11,MW,0,1,0,0,0,1
1427057819,M,OH,M.D.,Internal Medicine,1108,17106,MW,0,1,0,0,1,1
1396883336,M,PA,"M.D., PH. D.",Ophthalmology,0,22,NE,1,0,0,0,0,1
1336214113,F,MO,M.D.,Family Practice,470,6932,MW,0,1,0,0,1,1
1497032577,F,AR,"APN,FNP",Nurse Practitioner,0,439,S,0,0,1,0,1,0
1235196148,M,TX,MD,Diagnostic Radiology,23,223,S,0,0,1,0,1,0
1730197773,F,NY,PA,Physician Assistant,342,215,NE,1,0,0,0,1,0
1093798225,M,NC,M.D.,Internal Medicine,546,10834,S,0,0,1,0,1,1
1508829177,M,MO,DO,Hematology/Oncology,152,230,MW,0,1,0,0,1,1
1457342032,M,MN,M.D.,Family Practice,484,9124,MW,0,1,0,0,1,1
1811974801,F,KY,PA-C,Physician Assistant,0,241,S,0,0,1,0,0,0
1750313151,M,WA,M.D. - PH.D,Nephrology,13,1078,W,0,0,0,1,1,1
1538178413,M,PR,M.D.,General Practice,441,7944,O,0,0,0,0,1,1
1093957920,F,FL,ARNP,Nurse Practitioner,0,11,S,0,0,1,0,0,0
1154471118,M,CA,MD,Interventional Pain Management,1295,776,W,0,0,0,1,1,1
1467536243,M,WI,DDS,Dentist,0,11,MW,0,1,0,0,0,1
1780020057,F,MI,D.D.S.,Dentist,23,33,MW,0,1,0,0,1,1
1083839138,M,RI,,Dermatology,0,580,NE,1,0,0,0,0,1
1003865601,M,NJ,M.D.,Family Practice,22,690,NE,1,0,0,0,1,1
1609808450,M,MS,M.D.,Emergency Medicine,196,210,S,0,0,1,0,1,1
1104009745,F,NC,M.D.,Neurology,16,1464,S,0,0,1,0,1,1
1538424684,M,MT,MD,Internal Medicine,0,12,W,0,0,0,1,0,1
1376581736,F,MD,CRNP,Nurse Practitioner,1210,530,S,0,0,1,0,1,0
1497738835,M,MA,MD,Ophthalmology,0,46,NE,1,0,0,0,0,1
1528246642,M,GA,MD,Psychiatry,0,428,S,0,0,1,0,0,1
1760707608,M,CO,M.D.,Family Practice,163,1511,W,0,0,0,1,1,1
1184889271,M,NJ,M.D.,Internal Medicine,28,588,NE,1,0,0,0,1,1
1497716559,M,CO,M.D.,Family Practice,0,120,W,0,0,0,1,1,1
1568494771,M,MO,M.D.,Neurosurgery,63,0,MW,0,1,0,0,1,1
1003110172,M,CO,PA-C,Physician Assistant,12,420,W,0,0,0,1,1,0
1841298270,M,TX,MD,Neurology,2160,7000,S,0,0,1,0,1,1
1730476466,M,TX,DDS,Dentist,0,30,S,0,0,1,0,1,1
1508945197,M,WA,,Optometry,0,29,W,0,0,0,1,0,1
1558455352,M,OH,M.D.,Pediatric Medicine,0,12,MW,0,1,0,0,0,1
1811906514,M,DC,MD,Urology,0,329,S,0,0,1,0,0,1
1437120250,M,PR,MD,General Practice,0,44,O,0,0,0,0,1,1
1174892905,F,UT,"PHD, FNP",Nurse Practitioner,431,2205,W,0,0,0,1,1,0
1265483705,M,FL,M.D.,Cardiology,0,2962,S,0,0,1,0,0,1
1982871786,M,MD,MD,Internal Medicine,0,14,S,0,0,1,0,0,1
1487620902,M,MT,FNP-C,Nurse Practitioner,467,3246,W,0,0,0,1,1,0
1497765044,F,MN,M.D.,Obstetrics/Gynecology,0,24,MW,0,1,0,0,0,1
1356412910,F,KS,APRN,Nurse Practitioner,0,73,MW,0,1,0,0,0,0
1649565086,F,NM,M.D.,Family Practice,0,370,W,0,0,0,1,1,1
1396799383,M,FL,MD,Infectious Disease,0,177,S,0,0,1,0,0,1
1891916383,M,IL,M.D,Family Practice,184,5193,MW,0,1,0,0,1,1
1497741573,M,FL,M.D.,Anesthesiology,341,524,S,0,0,1,0,1,1
1982048682,F,TX,MD,Internal Medicine,12,179,S,0,0,1,0,1,1
1174639249,M,IN,M.D.,Internal Medicine,822,10369,MW,0,1,0,0,1,1
1376746479,M,AZ,DDS,Dentist,0,43,W,0,0,0,1,0,1
1881787687,M,MS,M.D.,Obstetrics/Gynecology,0,145,S,0,0,1,0,0,1
1538241393,F,KS,D.D.S.,Dentist,0,50,MW,0,1,0,0,0,1
1407883648,M,PA,M.D.,Psychiatry,0,3988,NE,1,0,0,0,0,1
1083706485,F,MI,MD,Radiation Oncology,45,11,MW,0,1,0,0,1,1
1477753069,F,MO,DO,General Practice,16,0,MW,0,1,0,0,1,1
1891960779,F,TX,M.D.,Obstetrics/Gynecology,12,0,S,0,0,1,0,1,1
1447326756,M,MO,MD,Psychologist (billing independently),0,31,MW,0,1,0,0,1,1
1518052364,M,TX,MD,Family Practice,77,3761,S,0,0,1,0,1,1
1982633830,F,NV,MD,Internal Medicine,0,11,W,0,0,0,1,1,1
1942218185,F,WA,MD,Family Practice,59,1405,W,0,0,0,1,1,1
1083652416,F,MO,M.D.,Family Practice,247,6854,MW,0,1,0,0,1,1
1710010244,M,NY,M.D.,Specialist,0,50,NE,1,0,0,0,0,0
1689682122,F,OR,MD,Family Practice,546,2259,W,0,0,0,1,1,1
1851376974,M,TX,M.D.,Emergency Medicine,22,0,S,0,0,1,0,1,1
1801019971,F,NJ,MD,Internal Medicine,0,544,NE,1,0,0,0,0,1
1528093812,M,NY,MD,Gastroenterology,0,891,NE,1,0,0,0,0,1
1962773218,F,NC,"M.D.,",Internal Medicine,20,56,S,0,0,1,0,1,1
1932213279,F,MN,NP,Nurse Practitioner,35,13,MW,0,1,0,0,1,0
1154508638,M,VT,M.D.,Otolaryngology,0,28,NE,1,0,0,0,0,1
1285848689,F,GA,MD,Hematology/Oncology,209,396,S,0,0,1,0,1,1
1104055177,F,MA,DMD,Dentist,0,27,NE,1,0,0,0,0,1
1134123169,F,TX,M.D.,Obstetrics/Gynecology,0,81,S,0,0,1,0,0,1
1518962240,M,MO,MD,Pulmonary Disease,0,691,MW,0,1,0,0,0,1
1730441841,M,FL,M.D.,Urology,30,23,S,0,0,1,0,1,1
1669792032,M,MA,M.D.,Internal Medicine,0,142,NE,1,0,0,0,0,1
1962525139,F,CO,PA-C,Physician Assistant,613,258,W,0,0,0,1,1,0
1033451422,F,WI,D.D.S,Dentist,0,18,MW,0,1,0,0,0,1
1255325650,M,NY,M.D.,Obstetrics/Gynecology,0,374,NE,1,0,0,0,0,1
1316137383,M,PA,DPM,Podiatry,0,99,NE,1,0,0,0,0,0
1568716637,F,IA,ARNP-C,Nurse Practitioner,0,31,MW,0,1,0,0,0,0
1346240876,M,DE,MD,Orthopedic Surgery,73,0,S,0,0,1,0,1,1
1033108436,M,AL,MD P C,General Surgery,152,38,S,0,0,1,0,1,1
1679775639,M,OR,MD,Cardiology,32,1305,W,0,0,0,1,1,1
1225072614,M,AR,P.A.-C.,Physician Assistant,252,6312,S,0,0,1,0,1,0
1740210251,M,WV,MD,General Surgery,84,0,S,0,0,1,0,1,1
1073940755,F,NY,PA,Physician Assistant,19,15,NE,1,0,0,0,1,0
1386608032,M,TX,M.D.,Family Practice,25,522,S,0,0,1,0,1,1
1215376520,M,NY,,Student in an Organized Health Care Education/Training Program,0,36,NE,1,0,0,0,0,0
1306284039,F,IN,PA,Physician Assistant,0,256,MW,0,1,0,0,0,0
1508803222,M,FL,M.D.,Cardiology,0,3908,S,0,0,1,0,0,1
1689753451,M,OH,D.D.S.,Dentist,82,135,MW,0,1,0,0,1,1
1316213812,F,LA,,Student in an Organized Health Care Education/Training Program,0,13,S,0,0,1,0,0,0
1790815751,M,NY,DDS PLLC,Dentist,0,43,NE,1,0,0,0,0,1
1427061662,M,KS,MD,Colorectal Surgery (formerly proctology),75,270,MW,0,1,0,0,1,1
1295741635,M,CA,M.D.,General Surgery,66,0,W,0,0,0,1,1,1
1508058009,M,WV,PA-C,Physician Assistant,31,12,S,0,0,1,0,1,0
1588824973,M,CA,M.D.,Internal Medicine,375,2382,W,0,0,0,1,1,1
1033341441,F,NY,PA-C,Physician Assistant,19,585,NE,1,0,0,0,1,0
1285884338,F,CA,D.D.S.,Dentist,0,30,W,0,0,0,1,0,1
1629332275,F,IL,MD,Student in an Organized Health Care Education/Training Program,0,30,MW,0,1,0,0,0,0
1790709343,F,IL,M.D.,Internal Medicine,86,2338,MW,0,1,0,0,1,1
1306886304,M,CA,D.O.,Emergency Medicine,194,1133,W,0,0,0,1,1,1
1023109394,M,NY,M.D.,General Surgery,26,0,NE,1,0,0,0,1,1
1619013083,M,PA,PA-C,Physician Assistant,0,377,NE,1,0,0,0,0,0
1528231537,M,MT,MD,Family Practice,93,2417,W,0,0,0,1,1,1
1164721080,F,VA,MD,Psychiatry,0,938,S,0,0,1,0,0,1
1538166335,F,MA,MD,Internal Medicine,40,3216,NE,1,0,0,0,1,1
1063739704,F,ID,NP,Nurse Practitioner,0,752,W,0,0,0,1,0,0
1063402774,M,NY,DDS,Dentist,0,52,NE,1,0,0,0,0,1
1700913761,F,CO,PA,Physician Assistant,0,295,W,0,0,0,1,1,0
1205946068,M,CA,MD,Orthopedic Surgery,663,112,W,0,0,0,1,1,1
1457352742,F,MO,"RN, CS, FNP",Nurse Practitioner,33,1762,MW,0,1,0,0,1,0
1043331531,M,FL,M.D.,Internal Medicine,30,1654,S,0,0,1,0,1,1
1609103035,F,MN,MD,Internal Medicine,42,863,MW,0,1,0,0,1,1
1356531685,M,CO,O.D.,Optometry,0,41,W,0,0,0,1,0,1
1598871683,M,PA,MD,Psychiatry & Neurology,0,1193,NE,1,0,0,0,0,1
1780679993,M,NY,MD,Cardiology,131,7474,NE,1,0,0,0,1,1
1902986128,F,TX,M.D.,General Practice,0,287,S,0,0,1,0,0,1
1689667941,F,MD,CRNP,Nurse Practitioner,0,404,S,0,0,1,0,0,0
1588635916,M,NJ,M.D.,Urology,43,859,NE,1,0,0,0,1,1
1558568584,F,NY,,Internal Medicine,61,3806,NE,1,0,0,0,1,1
1700044583,F,OR,MD,Internal Medicine,460,5585,W,0,0,0,1,1,1
1619263829,M,NY,M.D.,Internal Medicine,0,86,NE,1,0,0,0,0,1
1730435132,F,PA,MD,Internal Medicine,0,300,NE,1,0,0,0,1,1
1245542323,F,IN,ARNP,Nurse Practitioner,0,12,MW,0,1,0,0,0,0
1609868231,M,PR,MD,Internal Medicine,0,946,O,0,0,0,0,1,1
1750716718,F,FL,ARNP,Nurse Practitioner,0,318,S,0,0,1,0,0,0
1750402541,M,IA,O.D.,Optometry,0,415,MW,0,1,0,0,0,1
1891098323,F,IL,PA-C,Physician Assistant,12,0,MW,0,1,0,0,1,0
1851734404,F,MI,D.O,Student in an Organized Health Care Education/Training Program,0,14,MW,0,1,0,0,0,0
1306856570,F,KY,MD,Rheumatology,120,1723,S,0,0,1,0,1,1
1932326311,F,AZ,PA-C,Physician Assistant,0,285,W,0,0,0,1,0,0
1992011266,F,OR,ARNP,Nurse Practitioner,0,117,W,0,0,0,1,0,0
1821038043,M,OH,M.D.,Internal Medicine,613,21838,MW,0,1,0,0,1,1
1598815144,M,MN,M.D.,Family Practice,260,8695,MW,0,1,0,0,1,1
1255414991,F,CA,MD,Dermatology,0,203,W,0,0,0,1,0,1
1720192925,M,GA,M. D.,Family Practice,383,11232,S,0,0,1,0,1,1
1407002926,M,FL,M.D.,Internal Medicine,0,30,S,0,0,1,0,0,1
1760417372,M,PA,MD,Dermatology,0,74,NE,1,0,0,0,0,1
1831478890,F,MD,CRNP- FAMILY,Nurse Practitioner,0,56,S,0,0,1,0,1,0
1639181530,M,CA,MD,Ophthalmology,0,677,W,0,0,0,1,0,1
1760419634,M,OR,MD,Neurological Surgery,0,37,W,0,0,0,1,0,1
1871854943,F,NC,MD,Family Practice,29,374,S,0,0,1,0,1,1
1548360621,M,MA,MD,Emergency Medicine,16,0,NE,1,0,0,0,1,1
1164765277,M,OH,M.D.,Student in an Organized Health Care Education/Training Program,72,57,MW,0,1,0,0,1,0
1780618074,M,IL,D.O.,Emergency Medicine,15,0,MW,0,1,0,0,1,1
1033272745,F,TX,NURSE PRACTITIONER,Nurse Practitioner,0,12,S,0,0,1,0,0,0
1205110756,F,LA,PA,Physician Assistant,49,509,S,0,0,1,0,1,0
1760673115,M,UT,PA-C,Physician Assistant,24,0,W,0,0,0,1,1,0
1871755009,M,PA,D.O.,Family Practice,0,195,NE,1,0,0,0,1,1
1083875629,F,AR,M.D.,Family Practice,268,5869,S,0,0,1,0,1,1
1114171816,M,OK,M.D.,Internal Medicine,0,61,S,0,0,1,0,1,1
1437383932,M,UT,"D.C., FNP",Nurse Practitioner,112,154,W,0,0,0,1,1,0
1235298373,F,NY,,Physician Assistant,0,349,NE,1,0,0,0,0,0
1952497778,F,NY,DOCTOR OF OPTOMETRY,Optometry,0,516,NE,1,0,0,0,0,1
1891761268,M,MN,MD,Family Practice,28,555,MW,0,1,0,0,1,1
1336107085,F,PA,MD,Internal Medicine,0,16,NE,1,0,0,0,0,1
1972587335,F,MI,M.D.,Psychiatry,0,272,MW,0,1,0,0,0,1
1346586765,M,MN,M.D.,Internal Medicine,0,11,MW,0,1,0,0,0,1
1306865613,M,NJ,M.D.,Dermatology,0,663,NE,1,0,0,0,0,1
1043500614,M,MA,M.D.,Student in an Organized Health Care Education/Training Program,0,59,NE,1,0,0,0,0,0
1154322998,M,CA,MD,Family Practice,208,8574,W,0,0,0,1,1,1
1982789681,M,NY,D.D.S.,Dentist,0,58,NE,1,0,0,0,0,1
1982796306,M,TN,MD,Internal Medicine,208,9935,S,0,0,1,0,1,1
1972566784,M,AR,M.D.,Psychiatry & Neurology,0,19,S,0,0,1,0,0,1
1841437977,M,WV,DDS,Dentist,0,23,S,0,0,1,0,0,1
1225079288,M,MS,MD,Emergency Medicine,0,142,S,0,0,1,0,1,1
1649435561,M,MA,M.D.,Otolaryngology,0,35,NE,1,0,0,0,0,1
1013069251,M,CA,"D.D.S., F.A.C.D.",Dentist,0,24,W,0,0,0,1,0,1
1356327647,F,OH,M.D.,Internal Medicine,29,2913,MW,0,1,0,0,1,1
1700927902,F,ID,MD,Family Practice,16,0,W,0,0,0,1,1,1
1457439184,M,CA,MD,Gastroenterology,0,316,W,0,0,0,1,0,1
1568443307,M,CA,M.D.,Internal Medicine,131,3375,W,0,0,0,1,1,1
1285060251,F,TN,P.A.-C,Physician Assistant,0,24,S,0,0,1,0,1,0
1063456523,M,ME,MD,Neurosurgery,101,112,NE,1,0,0,0,1,1
1508827494,M,VA,DDS,Dentist,13,13,S,0,0,1,0,1,1
1053646588,M,OK,D.O.,Family Practice,61,569,S,0,0,1,0,1,1
1447282413,M,OH,MD,Family Practice,28,367,MW,0,1,0,0,1,1
1245426394,F,OH,D.P.M.,Podiatry,0,32,MW,0,1,0,0,1,0
1649281023,F,OH,MD,Internal Medicine,62,2948,MW,0,1,0,0,1,1
1548339476,M,MA,"DDS, MD",Oral Surgery (dentists only),393,278,NE,1,0,0,0,1,1
1972613925,F,OK,MD,Family Practice,325,5426,S,0,0,1,0,1,1
1477585248,M,CA,M.D.,Endocrinology,0,16,W,0,0,0,1,0,1
1851583173,M,CA,M.D.,General Surgery,69,51,W,0,0,0,1,1,1
1528021086,M,NC,MD,Interventional Pain Management,2450,985,S,0,0,1,0,1,1
1760496327,M,PA,MD,Plastic and Reconstructive Surgery,42,17,NE,1,0,0,0,1,1
1205959327,M,CO,D.D.S.,Dentist,0,36,W,0,0,0,1,0,1
1285781179,M,MD,MD,Ophthalmology,0,1260,S,0,0,1,0,0,1
1356776272,F,MN,PA-C,Physician Assistant,0,128,MW,0,1,0,0,1,0
1003804519,F,IL,MD,Family Practice,86,2742,MW,0,1,0,0,1,1
1972878155,F,CA,M.D.,Student in an Organized Health Care Education/Training Program,0,14,W,0,0,0,1,0,0
1083702591,M,FL,M.D.,Anesthesiology,0,30,S,0,0,1,0,1,1
1477596419,M,GA,D.O.,Emergency Medicine,88,170,S,0,0,1,0,1,1
1194728733,M,MN,M.D.,Family Practice,439,6081,MW,0,1,0,0,1,1
1902817711,F,CA,MD,Dermatology,0,103,W,0,0,0,1,0,1
1093744583,M,PA,M.D.,Psychiatry,0,2422,NE,1,0,0,0,0,1
1033102777,M,NJ,D.M.D.,Oral Surgery (dentists only),13,0,NE,1,0,0,0,1,1
1861717779,F,RI,"M.D., PH.D.",Internal Medicine,12,34,NE,1,0,0,0,1,1
1285637579,M,OR,M.D.,General Surgery,25,26,W,0,0,0,1,1,1
1457426835,M,ME,MD,Psychiatry,0,65,NE,1,0,0,0,0,1
1073572780,M,TX,MD,Emergency Medicine,136,746,S,0,0,1,0,1,1
1306908512,F,MO,DDS,Dentist,0,85,MW,0,1,0,0,0,1
1740273085,F,FL,M.D.,Family Practice,34,2142,S,0,0,1,0,1,1
1083786362,F,NY,,Internal Medicine,104,5452,NE,1,0,0,0,1,1
1265532931,M,WI,MD,Family Practice,40,1472,MW,0,1,0,0,1,1
1902901655,F,MA,MD,Plastic and Reconstructive Surgery,30,12,NE,1,0,0,0,1,1
1902809346,M,TX,MD,Dermatology,16,286,S,0,0,1,0,1,1
