annual_inc,delinq_2yrs,home_ownership,inq_last_6mths,open_acc,pub_rec,loan_amnt,int_rate
40000,0,0,1,6,0,16000,13.99
140000,1,1,0,10,0,15000,13.99
47000,0,0,1,7,0,12000,17.86
180000,0,1,0,17,0,35000,7.89
45000,0,0,0,8,0,10000,9.17
83000,0,0,1,16,0,14000,10.99
55000,0,1,1,22,0,15000,18.25
79500,0,1,1,7,1,8000,7.89
75000,0,1,1,9,0,20000,17.57
86000,0,1,0,14,0,10000,9.17
25000,0,0,0,10,0,8000,7.89
38000,0,1,0,5,1,10000,9.99
125000,0,1,1,12,0,25000,12.29
52000,0,0,1,6,0,3200,12.69
78000,0,1,0,13,0,25000,18.84
53000,0,0,0,12,0,21000,9.17
56000,0,0,0,24,0,25000,18.25
25000,0,0,0,12,0,8000,8.18
58000,0,1,0,10,0,8000,7.89
85000,0,1,1,13,1,25325,21.67
53000,0,1,2,11,1,5000,8.18
39351.25,1,1,0,12,0,10000,10.99
46000,0,1,1,19,1,10000,21.67
27000,0,0,0,6,0,5000,7.89
42000,2,1,0,22,0,16750,22.99
16500,0,0,0,8,0,6250,15.61
84000,0,0,0,8,1,14000,12.69
78000,1,1,3,9,1,14975,17.57
120000,0,1,0,7,0,21000,15.61
41500,1,1,0,11,0,20750,21.67
104649.48,0,1,0,6,0,20800,7.89
55000,0,1,1,14,0,12000,18.84
85000,0,1,0,11,0,29000,14.65
75000,0,1,0,16,1,23500,12.29
125000,2,1,0,21,0,35000,15.61
52000,6,1,1,13,0,6000,12.29
45000,0,1,0,4,0,10000,8.18
54000,0,1,0,13,0,17000,17.57
37000,0,0,0,12,0,9700,6.39
160164,0,1,1,21,0,35000,13.99
75000,0,1,0,7,0,2400,8.18
62000,0,1,3,15,1,3000,8.18
50000,0,1,0,4,1,7500,7.89
50000,0,0,0,8,1,8000,9.17
40000,0,0,0,12,0,6000,8.18
95000,0,0,0,25,0,6000,6.92
52000,0,1,0,7,0,23900,13.33
81000,0,1,4,19,1,15000,17.86
50000,0,1,1,7,1,7550,6.92
110000,0,0,1,16,2,15000,9.17
84000,0,1,1,5,0,12500,15.61
100000,0,0,0,5,2,20000,9.99
81500,1,1,0,14,1,14000,11.53
93000,1,1,0,22,0,25000,6.92
90000,0,1,1,12,0,19000,9.17
77000,0,1,0,23,0,25000,6.39
41200,0,1,0,6,1,4000,8.18
60000,0,0,1,16,0,4200,11.53
120000,0,1,0,12,0,35000,12.29
39000,0,1,0,15,2,4000,15.61
41000,0,1,4,5,1,3850,15.61
50000,0,1,0,11,0,24000,8.18
140000,0,1,0,21,0,35000,16.55
40200,1,1,0,7,1,12000,15.61
42000,0,0,1,7,0,8000,6.92
40000,0,1,2,9,0,10000,7.89
45400,0,0,2,21,1,1200,13.99
30000,2,1,0,9,0,5000,7.89
150000,0,1,1,20,0,35000,14.65
75000,1,0,0,13,0,20000,12.29
22000,0,1,2,8,0,4000,13.33
57000,0,1,1,9,0,24000,6.39
76000,0,0,0,13,0,15000,7.89
37000,3,1,2,6,0,15000,22.99
47320,0,1,0,8,0,20000,14.65
75000,0,0,1,10,0,3000,11.53
31000,0,0,2,8,4,3000,13.99
307000,1,1,0,12,0,29000,8.18
140000,1,1,0,10,0,35000,16.99
56366,0,1,1,12,0,7750,12.69
60000,0,1,0,5,0,27575,24.99
80000,0,1,0,13,1,19600,9.17
50000,0,1,1,15,0,15000,10.99
51000,0,1,1,6,0,12000,8.18
39525,1,1,0,11,3,10000,16.99
135000,2,1,1,13,0,30000,13.99
81000,0,1,1,11,3,30400,13.99
60000,4,0,0,9,0,25000,13.33
123000,0,1,0,7,0,20000,9.99
120000,0,1,1,19,0,5000,12.29
40000,0,0,0,6,0,6000,12.29
75000,0,1,0,15,0,24000,19.52
66200,0,0,1,12,1,10450,23.99
145000,1,1,0,14,1,35000,21.67
57700,0,1,1,13,0,3600,10.99
68000,0,1,0,7,0,12600,13.33
115000,1,1,1,18,0,25000,9.99
95000,6,0,3,14,0,22500,17.86
35000,0,1,0,17,0,5000,10.99
42000,0,0,0,6,0,18475,22.99
103000,0,0,0,11,0,28000,9.99
45000,0,1,1,10,0,5550,9.99
25000,0,0,0,3,0,7200,11.53
70000,0,0,0,19,0,13000,9.17
31199,0,1,0,10,2,2000,12.29
160000,0,1,1,9,0,20000,6.68
48000,0,0,1,10,0,8000,6.92
13080,1,0,0,6,1,3000,14.65
88000,0,1,0,5,0,5000,6.39
85000,0,0,0,16,0,20000,6.39
265000,0,1,4,13,1,18000,6.92
96000,0,1,1,12,0,20000,8.18
48000,2,0,0,12,0,18000,13.99
43129.07,0,0,0,18,0,15275,9.99
70000,0,1,1,34,0,24000,12.29
82000,4,1,0,18,1,20000,6.68
50000,0,0,2,17,0,22950,17.86
100000,0,1,0,9,0,28000,7.89
99000,0,1,0,16,0,25000,11.53
70000,0,0,0,6,0,10000,10.99
37000,0,0,0,21,0,11050,12.69
50000,0,1,2,23,0,18000,18.25
112000,0,1,0,15,0,35000,13.33
200000,0,1,1,21,0,16000,7.89
42000,0,1,0,7,0,6000,12.69
125000,0,1,0,14,0,15000,6.92
113000,1,0,0,8,0,24000,13.33
98000,3,1,0,21,0,24000,7.89
30000,0,0,0,13,1,12575,16.99
55300,1,1,0,6,0,24525,17.57
100000,0,0,1,10,0,25000,17.57
100000,0,1,1,16,0,35000,16.99
83000,0,1,0,8,1,10000,6.92
35000,0,0,1,4,0,10000,16.55
28000,0,0,0,8,0,6000,8.18
170000,0,1,0,21,0,28000,9.17
44400,0,0,2,10,0,5400,16.99
50000,0,1,1,19,0,20000,14.65
59000,0,0,0,9,2,4075,9.99
75000,0,0,0,12,1,8000,7.89
70000,0,0,0,15,0,10000,17.86
86000,2,1,1,21,0,8000,17.57
50000,0,1,0,6,0,20000,17.86
50000,0,0,1,3,0,6000,15.61
69000,0,1,0,8,0,12000,10.99
150000,0,1,1,15,0,34750,8.18
90000,1,0,4,21,0,21000,11.53
42000,0,1,0,5,0,10300,13.99
81000,0,1,1,10,2,7000,5.93
62400,0,0,0,11,0,15000,12.69
55000,0,1,1,5,0,10000,19.52
32600,0,1,0,11,0,11625,20.49
47770,1,1,0,11,0,21800,18.25
52500,0,1,0,12,0,8950,5.93
95000,0,1,0,17,0,26500,7.89
120000,0,1,0,6,0,35000,18.25
86000,0,1,0,25,0,16800,12.29
34000,0,0,0,13,1,4500,12.29
80079,0,1,0,20,0,15000,13.99
37450,0,0,2,6,0,3600,12.29
100000,1,0,1,9,4,12000,12.69
48000,0,0,0,5,0,22000,15.61
40000,0,1,0,9,1,6000,9.99
111000,0,1,0,19,0,35000,6.92
55000,1,0,1,9,1,5300,16.55
34200,0,0,0,7,0,10225,23.99
80000,1,0,0,17,0,10000,9.17
115000,0,1,0,12,0,25000,13.33
31000,0,1,0,14,1,7200,6.68
65000,1,1,0,20,0,32000,17.86
60000,1,0,6,9,1,17350,16.55
95000,1,1,2,15,1,14975,21.67
165000,0,1,5,26,0,30000,12.29
142000,1,1,1,17,0,30000,15.61
70000,0,0,2,8,0,12000,12.69
200000,0,1,1,17,0,30000,9.17
65894,1,1,1,6,0,20000,7.89
65000,0,0,0,7,0,24000,10.99
90000,0,0,0,22,0,15000,5.93
40000,0,1,0,5,1,16000,13.99
94000,0,1,0,10,0,28000,20.49
30000,0,1,0,7,0,11975,25.83
44000,0,1,2,12,1,12000,12.29
60000,0,0,0,4,0,4000,6.92
106000,1,1,0,17,0,33000,14.65
33000,0,0,0,29,1,8000,11.53
37000,0,0,2,13,1,14000,16.99
24835,1,0,1,9,1,7200,9.99
23000,0,0,1,6,0,10000,9.17
30000,0,0,0,3,0,4000,8.18
120000,0,1,1,19,0,25000,18.25
75000,0,1,0,8,0,15000,6.68
120000,0,0,1,10,0,20000,13.99
96000,0,0,0,7,0,13000,6.68
80000,0,0,0,5,0,35000,13.33
90000,0,1,1,6,0,9000,10.99
53040,0,0,0,14,0,5000,12.29
70000,1,1,0,17,0,12000,14.65
46000,0,1,1,11,0,21000,13.33
70000,0,1,0,8,0,12000,9.99
45000,0,1,1,6,0,2775,18.84
148000,0,1,0,11,0,30000,13.99
52000,0,1,0,9,0,15000,11.53
82000,0,1,0,6,0,20000,7.89
41500,0,0,1,9,0,9000,6.92
89000,0,1,1,10,0,20000,11.53
50000,0,0,1,18,1,12000,13.99
68000,0,1,2,11,0,11075,22.99
42176.53,0,1,0,8,0,21075,12.29
59000,0,1,0,8,0,22300,13.33
60700,0,0,0,5,0,9600,7.89
60000,0,1,1,11,0,11000,12.69
55000,1,1,2,8,0,19800,22.99
19000,0,0,0,6,0,6000,11.53
100000,1,1,0,18,0,35000,17.86
54000,0,1,0,11,0,15900,17.86
44232,0,0,0,7,0,12650,15.61
80000,0,1,0,8,0,19200,6.92
73000,0,0,2,6,0,15000,11.53
39000,0,0,2,28,0,5600,6.92
109000,0,1,0,17,0,12000,10.99
23000,0,0,0,7,0,5600,13.99
60000,0,0,0,13,0,12000,7.89
102000,0,1,1,11,0,35000,13.33
150000,0,1,0,15,0,21600,9.99
125000,6,1,0,10,0,24000,13.99
275000,0,0,0,11,0,32000,14.65
54000,0,0,0,6,0,15000,6.39
34000,0,0,0,6,0,4400,12.29
75000,0,1,1,9,0,18000,7.89
55000,1,0,0,9,0,3000,11.53
71000,0,0,2,14,1,4000,17.86
110000,0,1,0,19,0,20000,10.99
55000,0,1,1,11,0,21000,13.33
70000,0,0,1,14,0,20000,6.68
120000,0,1,0,15,0,7500,6.68
8391.48,0,1,2,11,1,4100,10.99
30000,0,1,2,9,0,12000,11.53
76000,0,1,0,16,0,24125,12.69
92000,0,1,1,11,0,6975,9.99
82452,0,0,0,18,0,10775,6.39
82000,0,1,0,16,0,29000,10.99
34000,0,0,0,13,0,10000,17.57
77500,0,0,3,13,0,35000,15.61
74400,5,1,2,8,0,21000,9.17
32000,0,0,0,4,0,7000,6.68
66000,0,0,2,15,0,11200,17.86
60000,0,1,0,9,0,4800,6.92
80000,0,1,0,4,0,5000,6.92
55000,0,0,1,9,0,23075,15.61
56200,0,0,0,7,0,12000,12.29
17000,0,0,0,7,0,8100,8.18
45000,0,0,0,14,0,19750,17.57
45000,3,0,3,11,0,15000,13.33
83000,0,1,1,12,0,10000,18.25
50000,0,0,1,15,0,1450,17.86
70000,0,0,2,13,1,10000,13.99
251600,0,1,0,17,0,35000,8.18
70000,0,1,0,8,0,9000,6.68
74500,0,1,0,19,0,35000,12.29
53000,0,1,0,7,0,14000,17.57
80000,0,1,1,18,0,7000,6.39
33600,0,0,0,19,0,10500,14.65
24000,0,0,0,9,0,6000,6.68
68000,0,1,1,18,0,32625,13.99
58646,0,1,1,10,0,10000,20.49
55000,0,0,0,12,1,20000,9.99
120000,0,1,0,7,0,12000,12.29
65100,0,1,0,24,0,20000,11.53
90000,0,1,0,7,0,14400,6.39
65000,0,0,0,5,0,18000,11.53
60000,1,0,0,10,0,24600,13.33
60000,0,1,0,12,0,28000,6.68
50000,0,0,0,9,0,5600,7.89
33000,0,0,1,16,0,13700,18.84
55000,0,0,0,9,0,8000,11.53
45000,0,0,1,31,0,16150,25.8
178500,0,0,0,11,0,22400,10.99
55000,1,1,0,15,0,14000,15.61
120000,0,0,1,10,0,10000,18.25
78733.56,0,1,1,9,0,10000,8.18
55000,0,1,0,15,0,20000,11.53
185000,0,1,1,25,0,24000,5.93
36000,1,0,0,6,0,6000,7.89
76000,2,1,0,9,0,12800,6.92
75000,2,0,1,11,0,30000,17.86
145000,2,1,0,7,0,20000,7.89
50000,3,1,0,12,0,18000,11.53
89000,1,1,0,12,0,20000,10.99
101000,2,0,1,6,0,11000,13.33
92000,0,1,0,10,0,10000,6.92
50850,0,0,0,13,0,24000,7.89
40000,1,1,0,8,0,10000,14.65
122000,1,1,2,18,0,15000,10.99
82000,0,1,0,21,0,14000,6.39
37856,0,0,2,4,1,10000,19.52
80000,0,0,0,9,0,24000,15.61
70000,1,1,0,10,0,10000,6.68
90000,0,1,1,9,0,26850,18.25
128000,0,0,0,4,0,31500,9.17
65000,1,1,1,8,0,7000,12.69
50000,0,1,1,12,0,20000,18.25
123800,0,1,0,13,0,20000,9.99
34868,0,0,1,5,0,9000,6.68
36000,2,0,0,21,0,12000,6.68
31000,0,0,1,10,0,6000,11.53
64000,0,1,0,10,0,25575,22.99
15000,0,0,1,8,0,3200,9.99
44000,0,0,0,5,0,12000,15.61
60000,0,0,2,16,0,19200,22.99
65000,0,1,1,8,0,15000,12.29
60000,0,0,1,8,0,4500,15.61
60000,0,1,0,14,0,13000,9.17
40000,0,0,1,19,0,8000,7.89
54000,0,0,0,7,0,23000,13.99
125000,1,1,0,10,0,35000,16.99
40000,0,1,1,11,1,9600,13.99
45000,0,1,0,9,0,1600,6.92
32000,0,0,0,8,0,12000,6.68
50000,0,1,0,11,0,13000,6.39
11028,0,0,0,7,0,4375,15.61
102000,1,1,1,13,0,13300,12.29
30000,0,1,1,7,0,6000,12.29
62500,0,0,0,8,0,13000,14.65
100000,0,1,0,11,1,25000,6.68
55000,4,0,0,11,0,7200,7.89
24000,0,1,1,21,0,3000,7.89
21000,0,0,0,8,0,7200,6.92
190000,0,1,0,12,0,24000,6.92
57000,0,1,0,16,0,19950,21.67
41900,0,1,1,10,0,10100,10.99
30720,0,0,0,8,0,1800,13.99
157600,0,1,0,10,0,19500,6.92
98000,0,0,0,10,0,11000,7.89
36000,0,1,0,6,0,14375,15.61
250000,0,0,3,21,0,14000,12.29
75000,0,0,2,11,0,10000,12.29
69000,0,0,1,14,0,25000,11.53
59000,0,1,0,8,0,14000,7.89
45000,0,1,0,10,0,7000,7.89
53000,0,1,0,9,0,15000,7.89
36472.56,0,1,1,9,0,11675,12.29
284740,1,1,0,15,0,28000,10.99
57000,0,1,0,8,0,25000,9.17
87000,1,1,0,14,0,35000,15.61
47450,0,0,1,5,1,5000,12.69
46990,0,1,1,9,1,18000,6.39
45000,0,1,3,11,0,10575,20.49
85000,0,1,0,18,0,24000,10.99
73000,0,1,0,13,0,22000,6.68
59793.06,0,0,1,7,0,4000,13.33
56000,0,1,0,10,0,16000,11.53
40000,0,0,0,7,0,10000,9.99
57500,0,0,1,8,0,3300,6.68
85000,3,1,0,12,0,15000,9.17
30000,0,0,1,9,0,6100,23.99
53500,0,1,0,11,0,21000,10.99
81000,0,0,0,13,1,12000,16.99
46549,0,1,1,7,1,2550,15.61
84500,0,0,0,5,3,16000,6.39
65000,0,1,0,14,0,12000,6.39
59000,1,1,0,12,0,15400,18.84
56600,3,0,0,12,0,21000,12.29
83000,0,1,0,22,0,24000,16.55
100000,2,1,0,20,0,18000,9.17
70000,0,1,0,12,0,30000,9.17
25000,0,0,0,10,0,8500,16.99
55000,0,1,0,7,0,6000,7.89
153000,0,1,0,10,0,24000,13.33
42000,0,0,1,13,0,12000,13.99
25300,0,0,0,7,0,6400,11.53
41000,0,1,1,15,0,9100,12.69
60000,0,1,0,6,0,10000,13.33
150000,0,1,1,20,0,35000,17.57
33185,0,1,0,8,0,7950,12.69
150000,3,0,0,9,0,15000,11.53
122000,0,1,1,13,0,25000,8.18
40000,0,1,0,11,0,15000,5.93
38000,0,0,1,8,0,10000,15.61
57200,0,1,0,10,0,12000,12.69
84000,0,1,1,13,0,7500,6.92
22000,0,0,0,3,0,2000,11.53
73999,0,0,0,14,0,15600,10.99
49812.82,1,0,0,9,0,19925,14.65
62400,0,1,2,22,0,18000,11.53
50000,0,1,1,23,0,7000,7.89
80000,0,1,0,12,0,22400,7.89
40000,0,0,0,7,0,18350,18.84
100000,0,0,0,5,0,20000,9.99
35000,0,0,2,9,0,9100,24.5
100000,0,1,1,13,0,22000,7.89
65000,0,0,1,19,0,5000,5.93
42000,0,1,0,10,0,19300,10.99
70000,0,1,0,18,1,20000,6.68
120000,0,1,0,21,0,25000,6.68
75000,0,0,1,13,0,16000,12.69
186000,0,1,1,13,0,30000,14.65
43622,1,1,1,3,0,4000,13.33
48000,0,0,0,16,0,18975,13.33
80000,0,1,0,22,0,15000,13.33
60000,0,1,0,12,0,21000,13.99
70000,0,1,0,9,1,13000,12.29
58000,1,0,1,23,0,15000,15.61
103000,8,1,0,16,0,21000,9.99
33000,0,0,0,8,0,11500,10.99
34000,0,0,1,28,0,15000,16.55
48000,0,0,0,21,0,17225,17.57
149000,0,1,1,10,0,25000,9.99
46000,1,1,1,13,0,17875,23.99
44400,0,0,0,6,0,19500,11.53
110000,0,0,0,7,1,30750,16.99
65000,2,1,1,5,0,10000,14.65
105000,0,1,0,4,0,13000,7.89
52000,0,1,2,10,0,19000,8.18
14000,0,0,1,4,0,4000,13.99
130000,0,1,1,13,0,35000,18.25
52000,0,0,0,21,0,18000,16.99
101153,0,0,1,19,0,26000,17.57
87000,0,0,1,24,0,35000,25.57
56000,0,0,2,10,0,5500,11.53
89000,0,0,0,15,0,30000,17.86
95474,1,0,1,33,0,24000,8.18
180000,0,1,1,12,0,25000,10.99
73000,0,1,0,9,0,25250,15.61
50000,0,0,1,12,0,9850,25.8
65000,0,1,0,9,0,16000,9.17
72000,0,0,0,5,2,11925,14.65
186000,0,1,0,18,0,35000,12.69
43750,0,0,1,35,1,4350,13.99
57500,0,0,0,17,0,15000,12.29
30000,0,0,0,4,0,8000,11.53
90000,0,1,0,8,0,20000,7.89
140000,0,0,1,8,1,12000,10.99
108000,0,1,0,24,0,24000,8.18
44000,0,1,0,7,0,17200,16.55
63000,0,1,2,11,1,15000,12.69
57000,0,0,1,14,0,15000,9.99
66560,0,0,0,9,0,25000,16.55
41600,0,0,0,4,0,20000,7.89
85000,0,0,0,10,0,20000,8.18
137494,0,1,0,21,0,35000,16.99
90690.6,0,1,0,9,0,25000,10.99
100000,3,1,1,12,0,25000,15.61
60000,0,1,0,4,0,20000,16.99
36000,0,1,1,7,0,12950,14.65
65000,0,1,0,24,0,10000,9.99
65000,1,0,0,13,0,20000,7.89
64500,1,0,1,9,0,20000,11.53
29280,0,1,2,8,1,6450,12.29
446000,0,1,0,10,0,28000,6.92
33000,0,0,0,10,0,9600,7.89
248000,0,1,1,26,0,25000,9.99
62400,0,0,1,4,0,18400,10.99
10000,1,1,2,9,0,5000,16.99
45000,0,1,0,6,0,12000,9.99
42500,0,0,1,21,0,14375,16.99
75000,0,0,0,13,0,10000,6.39
94500,0,1,0,16,0,27000,13.99
108000,1,1,0,9,0,20475,10.99
120000,0,1,0,11,0,25000,9.99
92690,0,1,0,17,0,30000,15.61
38000,0,1,0,18,1,18950,22.99
100000,0,0,0,6,1,10000,12.69
65000,0,1,0,13,1,22000,6.92
83000,0,1,0,11,0,35000,18.25
70000,0,1,0,3,0,5000,10.99
56000,0,1,0,13,0,27975,12.29
42000,1,1,0,9,0,5000,9.99
53000,4,1,0,19,0,20550,10.99
70000,0,1,0,12,0,10000,11.53
94000,0,1,0,10,0,12800,5.93
70402,0,0,0,22,0,10000,12.29
54000,1,0,0,12,0,27000,12.69
63000,0,0,2,18,1,5000,12.29
61000,0,0,1,18,0,7150,16.99
63000,1,0,0,16,0,20000,6.68
78000,0,0,0,10,0,25000,6.39
60000,0,0,0,10,0,10000,10.99
50000,2,1,0,6,0,15000,16.99
20000,0,0,1,16,0,8000,12.69
74000,0,1,0,22,0,19750,14.65
35000,0,0,0,6,1,9000,13.33
232000,2,0,1,10,0,24000,13.33
28000,0,1,0,6,0,8000,13.33
96000,0,1,0,15,0,35000,8.18
65000,0,0,0,5,0,8000,9.17
50000,0,0,1,22,0,18000,9.17
65000,0,1,0,8,0,15000,11.53
80000,0,1,1,14,1,10000,8.18
37000,0,1,2,20,0,10000,11.53
41800,0,0,0,11,0,15500,12.69
82000,0,0,1,10,0,10000,5.93
52000,0,0,0,7,0,13600,10.99
95000,1,0,0,9,0,35000,12.69
40000,4,0,1,9,0,5000,14.65
60000,0,1,0,12,0,12000,7.89
125000,1,0,0,16,4,20000,17.86
300000,0,1,3,23,0,13000,8.18
85000,1,1,0,13,0,20000,9.17
175000,0,1,0,5,0,35000,9.99
80696,0,1,1,13,0,27650,22.99
105000,0,1,0,10,2,15875,15.61
70000,0,1,0,14,0,21000,6.39
46000,0,1,0,12,2,5600,13.33
124000,0,1,1,15,0,21000,16.99
45000,0,0,0,13,0,16700,5.93
103000,0,1,0,5,0,25200,7.89
30000,0,1,1,11,0,10800,19.52
36000,0,1,2,17,0,11400,17.86
95000,0,1,0,12,0,30000,11.53
87000,0,1,1,16,1,20000,13.99
62500,0,1,2,11,0,8575,8.18
125000,0,1,0,8,0,35000,17.57
200000,0,1,0,4,0,30000,6.92
45000,0,1,3,15,0,10000,15.61
52000,0,0,0,21,1,8500,8.18
27900,0,1,0,5,0,9600,13.99
35000,0,0,1,8,0,10000,12.69
62628.8,0,1,0,20,0,8950,9.99
46000,0,0,0,4,0,12000,11.53
55000,0,0,3,9,0,10000,18.84
69000,1,1,1,20,0,25000,5.93
65000,0,1,0,10,0,20000,7.89
86000,0,0,1,21,0,10000,13.99
60500,0,1,1,9,0,6000,9.17
80312.37,2,1,0,12,0,22000,8.18
12000,0,0,2,13,1,4000,14.65
50000,0,1,2,7,0,19125,13.33
70000,0,1,2,14,0,5000,13.99
38694,1,1,0,4,0,4000,9.99
83800,0,1,1,4,0,17000,12.29
150000,0,1,0,9,0,23000,5.93
47000,0,0,0,7,2,20600,18.25
45000,0,0,0,14,0,10775,19.52
35000,0,0,0,11,0,3000,12.29
98000,0,1,0,14,0,33000,10.99
43000,0,1,1,13,1,10000,18.84
65000,1,1,0,20,0,15000,6.39
85000,0,1,1,9,0,27225,20.49
65000,0,0,1,11,0,9000,6.92
33500,0,1,0,8,0,5000,12.29
55000,1,0,0,9,0,20000,11.53
50000,1,1,0,8,0,12000,13.99
75000,0,1,0,9,0,8800,17.57
34000,0,1,0,7,0,5850,7.89
49400,0,1,0,14,0,22675,13.33
375000,1,1,0,9,0,5000,6.92
76000,2,1,1,14,0,15000,14.65
60000,0,1,2,8,0,22000,15.61
75000,1,0,1,11,1,8000,11.53
41000,0,0,0,4,0,6000,13.99
194000,2,1,0,10,0,35000,9.17
56000,2,1,1,13,0,20000,9.17
57000,0,0,0,18,0,16000,9.99
180000,1,1,2,11,0,30000,16.55
40000,0,0,0,10,0,12000,8.18
29000,0,1,1,4,0,5000,11.53
87000,0,1,0,11,1,6925,12.29
45000,0,1,0,11,0,9000,12.29
90000,0,0,0,8,0,23000,12.29
26800,0,1,0,9,0,10000,8.18
100000,0,1,1,17,1,9100,7.89
288000,0,0,0,8,0,25000,5.93
47000,1,1,0,16,0,15000,6.68
50000,0,0,0,10,1,5000,10.99
38000,0,0,0,23,0,12000,16.55
167000,1,1,0,13,0,24000,8.18
12000,0,0,0,16,0,1500,13.33
140000,0,1,0,11,0,35000,13.99
75000,1,1,0,7,0,6000,9.99
100000,0,1,0,22,1,30000,12.29
45000,0,0,1,11,0,15000,10.99
56000,0,1,1,19,0,14000,17.86
120000,0,1,2,14,0,24000,8.18
60000,0,1,0,8,1,3000,19.52
80000,1,1,0,13,0,27000,6.92
140000,0,0,1,26,0,23400,9.17
70000,0,0,1,26,0,10000,7.89
60000,0,1,0,18,0,12000,12.29
78000,0,0,1,9,1,10050,24.99
138000,0,1,1,11,0,30000,12.69
35600,0,1,0,11,0,12000,12.29
12000,0,0,2,7,0,4300,14.65
70738,0,1,0,11,1,29675,16.55
53000,0,1,0,3,0,8000,12.29
65000,0,1,2,14,0,12000,11.53
49000,0,1,2,15,0,10000,6.39
51000,0,0,0,30,0,10000,15.61
74000,3,1,1,13,0,21950,12.29
46000,0,0,0,7,0,3900,12.69
97800,1,1,0,16,0,17125,8.18
200000,0,1,0,13,0,35000,13.33
55000,0,0,2,10,0,6000,13.33
50000,0,0,0,12,0,10000,6.68
250000,0,1,0,10,0,20000,5.93
43000,0,1,0,10,0,11200,7.89
110000,0,1,0,11,0,12000,8.18
75000,0,0,1,15,0,20000,12.69
70000,0,0,2,7,1,9825,19.52
82500,0,1,0,9,0,24000,12.29
100000,0,1,1,21,0,21000,13.99
130000,0,1,0,7,0,11975,6.39
130000,0,1,0,15,0,35000,9.99
44000,1,0,1,8,1,11000,9.17
41000,0,1,0,17,0,12000,9.17
24000,1,1,0,10,0,11950,12.29
62000,0,0,0,11,0,21750,13.33
110000,2,1,0,22,0,24000,7.89
110000,0,0,0,9,0,12800,5.93
44636,0,1,0,15,0,11625,18.84
48200,0,1,0,14,0,16000,9.17
35000,0,1,0,15,1,11200,19.52
92000,0,1,0,15,0,35000,13.99
83700,0,1,0,25,0,15000,9.99
28600,0,1,3,19,0,3600,13.33
160000,0,1,0,8,0,12000,12.69
55000,0,0,1,10,1,9525,17.57
83000,0,1,0,11,0,35000,25.57
75000,0,0,0,9,1,18075,16.55
62873,0,0,0,10,0,25700,10.99
88000,0,0,1,17,0,25000,17.86
115000,2,1,0,9,0,22500,9.17
117000,3,1,0,10,0,8000,11.53
42000,0,1,0,6,0,10000,7.89
100000,0,0,1,12,0,25000,15.61
57000,0,1,0,6,0,10000,6.39
36000,0,1,0,7,0,8000,12.69
60000,0,1,1,10,1,15000,17.57
91000,0,0,0,12,1,20000,12.29
50000,0,1,0,10,1,10000,7.89
107000,1,1,0,14,0,25000,6.68
26832,0,0,1,7,1,10500,12.69
35000,0,0,0,8,0,16075,12.69
78000,0,1,2,14,1,17000,10.99
65000,1,0,0,23,0,11500,9.99
155000,0,1,0,11,0,30000,10.99
65000,0,1,0,7,0,22500,12.29
42000,1,1,0,8,0,15000,8.18
127000,0,1,0,16,0,28000,9.99
58000,0,1,2,11,0,25000,12.29
54000,0,0,1,7,0,12500,16.99
95000,1,1,1,17,1,12000,12.29
150000,0,1,0,9,0,35000,7.89
120000,0,1,1,16,0,24000,8.18
65000,0,1,1,11,0,10000,7.89
80000,1,1,1,11,0,8000,7.89
28000,0,1,0,6,0,5000,13.99
67000,1,1,0,13,0,10000,10.99
57600,0,0,1,7,0,10800,20.49
45000,0,0,0,8,0,3000,12.29
35000,0,1,1,12,0,13475,25.8
66500,0,1,0,10,0,24000,13.33
75000,0,0,2,18,0,20000,10.99
29000,0,1,0,8,1,7000,10.99
72100,0,1,0,12,0,20000,12.29
45000,1,1,1,16,0,18000,12.29
29000,0,1,0,11,0,9850,20.49
76000,1,0,0,9,0,35000,13.99
48000,0,1,0,15,1,16850,13.33
36000,0,1,0,3,0,10000,8.18
25000,0,0,2,6,0,4375,15.61
115000,2,1,1,6,0,8000,9.17
111000,0,1,0,5,0,10000,6.39
66000,0,1,0,8,0,7000,6.39
58000,0,1,0,22,0,25000,14.65
85000,0,0,0,8,0,15000,6.39
125000,0,0,0,25,0,35000,17.86
49200,0,0,1,29,0,22600,10.99
75000,0,0,0,6,0,3500,7.89
50000,0,1,0,13,0,11200,15.61
67000,0,1,0,13,0,4000,9.17
95000,0,1,0,13,1,19000,12.69
80000,0,0,0,11,0,7000,11.53
70000,0,1,0,11,0,19200,12.69
76600,0,1,2,22,1,12000,17.57
87000,0,1,3,12,0,15000,13.99
180000,0,1,4,17,0,15000,15.61
70000,0,0,0,7,0,13325,15.61
58000,0,1,0,11,0,10000,6.92
22206,0,0,0,6,0,11075,18.84
64767.78,0,0,0,8,0,12300,9.17
57200,0,1,2,7,0,12000,12.29
84000,0,1,2,11,1,9625,17.86
47260,0,1,1,15,1,13250,16.99
96000,1,0,0,11,0,20000,6.39
32200,0,0,1,6,0,11550,18.84
96491.2,0,1,0,13,0,10000,6.92
186000,2,1,0,29,0,35000,9.99
80000,2,0,1,6,0,12000,9.99
61000,0,1,0,17,0,18000,17.57
49211,0,0,0,28,0,15000,8.18
54000,0,0,0,20,0,8000,16.55
30000,1,0,0,9,0,2000,17.57
104000,0,0,1,18,0,35000,13.99
74000,0,0,0,5,0,21000,6.92
